,game,model,experiment,episode,metric,value
140,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,14_multiplayer_True_False_False_1,episode_0,Episode Parsing Error Share,0.0
141,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,14_multiplayer_True_False_False_1,episode_0,Episode Accepted Moves per Error,5.0
142,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,14_multiplayer_True_False_False_1,episode_0,Percentage Completed,0.8260869565217391
143,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,14_multiplayer_True_False_False_1,episode_0,Main Score,28.68357487922706
144,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Aborted,1.0
145,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Lose,0.0
146,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Success,0.0
147,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Request Count,5.0
148,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Parsed Request Count,5.0
149,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Violated Request Count,0.0
150,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Request Success Ratio,1.0
151,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Episode Speed,0.0
152,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Draw,0.0
153,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Episode Efficiency,0.4
154,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Episode Reprompt Efficiency,0.0
155,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Episode Accuracy,0.6666666666666666
156,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Episode Parsing Error Share,0.0
157,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Episode Accepted Moves per Error,0.6666666666666666
158,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Percentage Completed,0.0
159,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_2,Main Score,0.0
160,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Aborted,1.0
161,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Lose,0.0
162,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Success,0.0
163,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Request Count,10.0
164,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Parsed Request Count,10.0
165,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Violated Request Count,0.0
166,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Request Success Ratio,1.0
167,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Episode Speed,0.0
168,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Draw,0.0
169,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Episode Efficiency,0.7
170,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Episode Reprompt Efficiency,0.0
171,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Episode Accuracy,0.875
172,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Episode Parsing Error Share,0.0
173,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Episode Accepted Moves per Error,2.3333333333333335
174,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Percentage Completed,0.782608695652174
175,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_3,Main Score,23.967391304347824
176,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Aborted,1.0
177,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Lose,0.0
178,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Success,0.0
179,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Request Count,5.0
180,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Parsed Request Count,5.0
181,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Violated Request Count,0.0
182,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Request Success Ratio,1.0
183,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Episode Speed,0.0
184,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Draw,0.0
185,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Episode Efficiency,0.4
186,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Episode Reprompt Efficiency,0.0
187,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Episode Accuracy,0.6666666666666666
188,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Episode Parsing Error Share,0.0
189,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Episode Accepted Moves per Error,0.6666666666666666
190,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Percentage Completed,0.0
191,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_4,Main Score,0.0
192,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Aborted,1.0
193,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Lose,0.0
194,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Success,0.0
195,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Request Count,9.0
196,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Parsed Request Count,8.0
197,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Violated Request Count,1.0
198,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Request Success Ratio,0.8888888888888888
199,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Episode Speed,0.0
200,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Draw,0.0
201,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Episode Efficiency,0.5555555555555556
202,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Episode Reprompt Efficiency,0.5
203,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Episode Accuracy,0.8333333333333334
204,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Episode Parsing Error Share,0.25
205,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Episode Accepted Moves per Error,1.25
206,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Percentage Completed,0.782608695652174
207,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_1,Main Score,18.11594202898551
208,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_0,Aborted,1.0
209,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_0,Lose,0.0
210,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_0,Success,0.0
211,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_0,Request Count,10.0
212,ludo,gemma-2-9b-it-t0.0--programmatic-t0.0,10_multiplayer_True_True_False_1,episode_0,Parsed Request Count,10.0
